Id,UID,Type,IdPlan,TurnOn,Hacked,Traffic
956231,293b7cab-c358-406a-af1b-d4db1c7f24f3,P,1,true,true,2909474781
964846,426446d7-b939-435c-9c15-a9dce22f9c67,P,1,true,true,5158868490
864558,ad192a0e-95ab-448d-a1c5-b4bbee3e595f,P,1,true,true,2763605631
223524,b078de7c-4b8d-41e1-815b-6680f2c445ad,P,3,true,true,3359634908
328238,fd25ce11-904a-4850-9ba9-14bd4aec6630,P,4,true,true,821008712
844398,b9ca6578-8276-4428-8fc3-581fa36e81f5,P,10,true,true,9061249505
782303,8e8f1e4c-613c-43a7-9dad-250f5e499543,P,7,true,true,929168730
764995,b68c7ead-e5a6-4938-abef-0d8c5247c7c4,P,4,true,true,925499027
505495,727dc5df-2519-48d9-9f37-ed172d9bbaf2,P,11,true,true,4760624014
416343,cab76fbd-2bfc-4000-b5cd-6923ae973d0b,P,12,true,true,27027065126
823027,6f88f87c-cb4f-486d-b600-476ce7621b7f,P,2,true,true,533191177
918998,09362dc0-b6fc-4216-a746-4d8aa5ea4b08,P,7,true,true,608812185
887918,ca4d552f-f8b6-4fa7-b6af-cfbc90871d50,P,3,true,true,1671057633
928560,59d273e0-309a-40d1-9b57-d040c3b1da1a,P,1,true,true,2445300828
154278,00f1ddff-b802-435d-b025-06ea0543d88d,P,5,true,true,110847405
295443,0b43dca9-22c0-4f21-a521-2df8a1effcc9,P,0,true,true,2554719424
244075,41947b62-bc79-4b10-950c-876a2ffe5d3f,P,5,true,true,3616140590
676542,7634c972-af25-4844-b363-a84cb56bd1ab,P,1,true,true,4612606595
356454,bd0577e9-7026-40e2-a9ea-8fdf9885ff05,P,5,true,true,1995599813
951239,2fe30781-c9ff-4282-9f6d-281f0f89b67c,P,6,true,true,1343038451
936307,22642c58-a011-41d8-a218-70f4237badea,P,7,true,true,341689438
702874,51849d05-149b-4637-abb3-7228e0fd3069,P,3,true,true,4215976608
694000,8268263f-db88-48a7-a15d-43a451ad9dca,P,2,true,true,1765057940
291385,277a6143-e6cb-4b03-85e8-06e1995dcb41,P,10,true,true,509356477
559144,362f4e09-da00-4c96-ba25-445219f28366,P,3,true,true,786229710
965936,ada93543-f6ba-463a-85cd-5afb25765d71,P,5,true,true,1539151880
438134,3a19ed80-f0fd-448a-8878-0c577634c53c,P,2,true,true,3308632949
567022,ae55c39b-bc14-4e3b-81ac-d7449042159e,P,7,true,true,94730890
784989,70137066-febc-459d-a73b-7e8794d32fa1,P,5,true,true,2555585498
386160,73bec67f-95b5-4407-9e95-5c0104c7131d,P,4,true,true,216674626
886692,244028d1-2a38-4c88-973a-16abc843b56c,P,0,true,true,1266257099
87629,289c97d4-db72-483a-a425-8b32a287bcb1,P,0,true,true,1608469523
147308,e9a47d9a-fc66-4403-958e-8d5557f91b31,P,0,true,true,780205740
370192,6ac21a08-1748-4426-95fc-abfbeb5ec780,P,6,true,true,1104673586
453306,a2f28643-f92d-4a15-8b65-f1719c610d1e,P,1,true,true,897928127
58799,a2128d92-aa60-4794-8fba-d1d4f63f964a,P,1,true,true,1805887360
923511,9efe8884-54c4-4a3f-8d9e-c7ac966194b9,P,1,true,true,310803953
321806,65e95288-80cf-49d2-b23a-bd43e2a9ff24,P,3,true,true,1927139756
588651,0e4ce3d8-d62a-41cc-8444-3280d5485395,P,6,true,true,897048142
525061,d2e71bcd-68fe-49aa-8847-aca5f10d7ee4,P,5,true,true,2606571234
503335,fa03cef3-db79-4b9d-8ffb-d5b2611ee49f,P,3,true,true,700775403
429313,e80c3e7c-bae7-4b8b-a50a-d3183e859284,P,5,true,true,392724532
479272,a898b515-751d-41a5-a682-d1d391e40773,P,3,true,true,1165905126
923465,28ad9f83-2ee7-453d-8831-2057a6e19a53,P,7,true,true,3667879055
98425,1c4d2f3b-9048-4608-9fb0-e230c94b42c2,P,2,true,true,609386370
681265,26dbd005-6499-425a-a404-a2eae284be23,P,1,true,true,587356441
370570,16c8cb5b-d353-42c4-9994-903be3e1a0ff,P,3,true,true,1098650237
783356,c0cf2f61-1a5a-4afc-afaf-1feddff896a9,P,5,true,true,997713660
694252,0de3d1c4-cd9a-4ea3-a4eb-d216bb554b06,P,7,true,true,1587528718
238670,423120fa-e899-469f-a169-66895fe9d057,P,1,true,true,3212224587
813854,06b5081c-f063-4dfd-ac11-98a2ff30802b,P,4,true,true,779948539
322378,ed08ac2c-eba3-41b8-bdec-f4c4185012d8,P,5,true,true,895639312
936430,cb415d8f-cc6d-425b-98ad-5f278e2fd17d,P,3,true,true,51025468
305899,f366effd-83af-4337-9540-c66e2d8624ea,P,0,true,true,1370167994
678604,cb8954e0-c26d-4826-9a8a-3afbcb5a3024,P,6,true,true,316353435
815776,47b8ae3d-a65d-48a6-8b67-126db93ec95c,P,2,true,true,1090311257
600069,ee046b23-83d8-429a-b77f-d0667a78844b,P,5,true,true,75767106
867438,bc5e4473-8a8f-48be-b031-26aa6a00383b,P,5,true,true,2648519794
22755,b8ae4385-f902-4132-b3e5-523dc6e38782,P,1,true,true,1576095450
198494,45eb5357-077b-4cfe-a4dd-f92c75e66425,P,1,true,true,4383702082
826142,4d2a386f-1972-44f2-b5f0-99b26367dc66,P,0,true,true,2280570447
363544,c77cddb3-0137-4d67-87b6-8c5b7b7b6c5f,P,0,true,true,2708920747
886086,9b5128dc-3e4e-4b9d-8124-9b2c9b0759b5,P,2,true,true,2173916982
909886,8bf77330-1452-4d72-a081-ab7f81364987,P,2,true,true,755531754
339412,2798a3f2-0f07-4206-95f6-30048fbd5708,P,12,true,true,5465136698
22755,b8ae4385-f902-4132-b3e5-523dc6e38782,P,1,true,true,86769631
779603,de5b9322-70d1-4a3e-ab61-34bf0fac568e,P,1,true,true,4678572589
793770,28c9e187-f93c-4dbf-b3e8-a54b1acd2277,P,5,true,true,264213482
100832,4105a2c3-743b-46f8-93f9-78e75e27c865,P,1,true,true,2368389479
702874,51849d05-149b-4637-abb3-7228e0fd3069,P,3,true,true,1439606381
187466,7e0d72b5-cc4d-4274-91e9-2ba020105e15,P,7,true,true,1130182157
284885,b8419e9d-c458-4081-92ba-7d63cb62ea3e,P,5,true,true,1000176517
639960,fecedd91-ed58-4977-a76d-f6528aa37a95,P,0,true,true,2278464007
34187,6dcf921a-1ef8-4c16-b190-0bbc8bf5a2b8,P,3,true,true,1107575031
562866,bd84bf32-0be6-4583-ada2-48e467f6c901,P,5,true,true,603572124
801941,dfd30b8a-573c-4516-905f-49a8e0948633,P,5,true,true,975820438
86301,00845ee1-7b3e-49ff-8d4a-a595c360b2db,P,3,true,true,305387540
761339,f3de4dba-1735-45f8-bc20-05883a185e5a,P,2,true,true,1385989565
403549,b84aebac-da8f-459f-9eab-11fb2385cf46,P,3,true,true,4659200181
571230,5114e9a3-5a8d-409b-95c9-377f7d7a3f06,P,6,true,true,584107060
236624,7b61000e-633a-4adc-9011-938ad14b1fc4,P,4,true,true,3231191191
642305,5df680ae-f2b2-434d-bd79-5b9df40ecb20,P,4,true,true,552617566
242629,8002c710-d78d-4cdc-a770-8e6989236776,P,3,true,true,352299619
372130,1311682c-da56-4c1f-a941-fefa172819c8,P,5,true,true,1876930459
336715,3d15ed97-b87a-4bf4-b6e9-327801b8844b,P,6,true,true,3612464096
77103,dfcbb065-2ae9-40b4-b922-6386784f9d1b,P,7,true,true,853806321
538445,c7a2520a-52be-453f-b33d-8186a95e1c56,P,0,true,true,489703051
645612,f90d043d-832e-486c-8838-0785796fff89,P,10,true,true,14810811331
674071,a62c856f-d688-42b9-9e7a-24478840b7f8,P,11,true,true,4561813947
551217,2b596c16-f058-4c2f-87c2-8511413c809c,P,0,true,true,130491036
965146,b4aa100d-3a10-4f70-907a-3a57e6a17800,P,12,true,true,2023127308
311643,9ade1ed4-480d-434a-bab1-11b7f628a5ca,P,2,true,true,931311286
837878,7b29bdf6-6281-4d06-9213-11b87992e69c,P,5,true,true,3877016340
355909,fc7ef1fd-1a7d-4dae-9e0e-f8c2249298fa,P,7,true,true,1076026070
200720,d15a6254-ad76-48ee-a689-7b73792fabd4,P,3,true,true,2590344195
734823,aa945432-6193-45a8-9c39-0075597b8081,P,5,true,true,526109365
443916,548c9abe-b15e-4758-ba23-c528875c8d81,P,10,true,true,23653318735
173180,05170326-07be-4539-8e86-47c3672baa68,P,10,true,true,29169565034
846097,5303a2a1-cbc0-4f77-b90d-a698b2a76262,P,5,true,true,2367246381
727675,7fa16a89-1154-47aa-8126-1eb5778e7173,P,2,true,true,797456720
165479,f898bab4-bd79-4441-abe1-f3a7ea3c810e,P,4,true,true,3116400058
158199,d3a52cd9-f81f-4a5e-8eb3-60f8eca1a205,P,5,true,true,1707443252
924597,3d8bea06-dec8-46ff-8589-e1fc44459154,P,6,true,true,2118706095
241173,e1dd2f67-2af6-433c-9d39-9d184ed3d671,P,12,true,true,18925201987
939613,51a11eee-3473-429b-be14-d1f91d40e5bc,P,3,true,true,2350518067
892195,6765aa5d-6fd6-4e40-91fa-a894acf90031,P,7,true,true,274448436
700972,709ed6e9-8d70-4197-bade-4d6edd960d89,P,12,true,true,12317078484
849179,e66b8566-5c75-4c78-8d14-e45f889c1225,P,7,true,true,864045881
128852,caf7af53-55cb-411e-a3be-0e63ce5db103,P,2,true,true,2156050069
32527,57bad2ff-7449-40e4-b7f4-da95b17e6bf9,P,12,true,true,5677265347
405812,659ecc4c-c201-424d-bea6-77d9a1f799c8,P,5,true,true,1105555821
592156,7592a0b7-651c-45cc-bcd9-ca6e4e1d3c30,P,1,true,true,720936314
63774,c8ca9e42-475b-4357-8eb4-c47d0f993446,P,4,true,true,536159511
991423,f410f6dc-0341-452e-9887-003e2385cadd,P,2,true,true,657172754
193525,a3b81265-f77f-4355-98e2-b543d78db387,P,3,true,true,1864740643
262757,bfb67d58-29ad-4c30-88a4-f7b34a2e4793,P,5,true,true,1218670260
109410,366be390-02d2-4c9e-b12c-b9a474331864,P,3,true,true,2734475535
22473,db9e1b58-84c5-42e3-8ee9-a11676c7d3df,P,1,true,true,1310567669
42650,2739378a-0b03-414c-86c5-3af5fe5a4605,P,1,true,true,1793264398
407744,5a5a4355-73ad-41cb-9a53-f16446dfa7ca,P,3,true,true,4069531736
320500,675bc740-dd3d-453d-8fb6-32cee5e3a3ca,P,7,true,true,1032754972
693936,2433b79b-5851-45c9-a3a7-b09244a683fc,P,10,true,true,11829880290
150304,d02e6b7f-d86b-44f4-b21d-46cc461da20f,P,4,true,true,4423297738
784989,70137066-febc-459d-a73b-7e8794d32fa1,P,5,true,true,1689098775
347063,cebd7257-c0d4-4125-95bc-0b212de89c54,P,1,true,true,1229445246
956078,9ae7f371-1ca8-4cac-8b23-aa957acc1e71,P,11,true,true,16717714623
851444,ac31e262-bdec-444d-8754-1fc49e1390db,P,0,true,true,740203049
962532,beb3f09c-b664-41d7-8f8b-5f3bda9eccb5,P,10,true,true,19803054341
942724,a595aa40-0e2d-4f8c-81e4-523253f04a20,P,0,true,true,928430103
922862,d4525b3a-f760-4eef-8de0-5aee4ea1a2be,P,6,true,true,508666610
588651,0e4ce3d8-d62a-41cc-8444-3280d5485395,P,6,true,true,645296488
180557,b831ad54-64af-4d09-9ed9-67103f4c8c79,P,12,true,true,7552748172
435928,563c0dd7-75b2-44eb-9c65-c039dbe2b7f3,P,3,true,true,842248881
799688,d675fe0f-a0cb-4f29-ba60-9f9940f8d0b9,P,0,true,true,643481885
502567,a22e2589-9550-4880-a0e1-2375283623d8,P,1,true,true,1018871159
149489,a9ab70b0-dd89-47f6-b51a-d767bb488c85,P,12,true,true,2291911481
825365,7cc0e583-6334-4ebd-b1ea-3aa83adf2965,P,1,true,true,691350958
523208,fb147de3-0f74-48a4-9c51-2084be4cd722,P,12,true,true,15341272982
485429,c0964c84-1612-4383-b147-181e68e0d867,P,5,true,true,1987323108
585967,ebd9cb76-8a10-4173-9270-e4dda5bb1be0,P,0,true,true,241396922
883417,2c2934cb-db48-4619-950f-878c25f08787,P,2,true,true,1233305941
908940,54e5be59-6a2f-41fa-91a9-78d7a5298a3c,P,3,true,true,2063462103
383254,5bfbe462-2470-4690-a151-6dec6076732b,P,6,true,true,2254224166
169596,cc769875-130c-4aab-9f25-f45fe4546363,P,0,true,true,107050828
714736,f52d72c0-1768-4a99-855d-d6dd704d4b02,P,6,true,true,1683999691
361403,3b947599-4800-4530-bd54-a44c1f03f0a4,P,4,true,true,1115848637
196697,39e29da6-8506-45f8-907a-1839974da88b,P,7,true,true,180442426
991515,fd837472-e1c3-4f9b-a225-eea71526ad20,P,4,true,true,1516193436
986430,51ad6c93-d229-42f3-a1e7-8f0d17206817,P,1,true,true,1911067649
538877,c7cab0ae-801d-47f7-bcc8-b33db38a2d21,P,1,true,true,3365410923
858668,9ec31260-311f-423c-aade-b09bc84b28fa,P,2,true,true,1715819163
155154,87893081-02fc-4431-a48b-fce292aa9a48,P,2,true,true,1870929429
887812,26da9f2a-a2c9-41e4-aa59-5f84fbba822a,P,0,true,true,3061078683
